time,sym,bid,ask,bidSize,askSize
0D20:15:43.783649000,x2,199.948,200.0492,483,496
0D20:15:43.783666000,x2,199.9158,200.0443,201,52
0D20:15:43.842653000,x2,199.9195,200.0135,355,51
0D20:15:43.842658000,x2,199.9874,200.0669,346,153
0D20:15:43.913452000,x1,99.98162,100.0413,139,489
0D20:15:43.913467000,x1,99.9763,100.0046,79,169
0D20:15:43.992426000,x1,99.97561,100.0654,228,409
0D20:15:43.992433000,x1,99.9912,100.0638,343,281
0D20:15:44.132233000,x1,99.99403,100.0774,94,420
0D20:15:44.132238000,x1,99.91138,100.0299,494,22
0D20:15:44.282604000,x1,99.94632,100.0851,167,197
0D20:15:44.282609000,x1,99.92624,100.0729,287,149
0D20:15:44.333131000,x1,99.95036,100.0492,36,407
0D20:15:44.333136000,x1,99.99969,100.0936,224,307
0D20:15:44.482460000,x3,299.9859,300.0623,382,387
0D20:15:44.482465000,x3,299.9445,300.027,352,197
0D20:15:44.623482000,x2,199.9124,200.0941,11,294
0D20:15:44.623499000,x2,199.9168,200.0413,447,230
0D20:15:44.802610000,x2,199.9139,200.047,333,357
0D20:15:44.802645000,x2,199.9883,200.012,228,106
0D20:15:44.902605000,x2,199.9876,200.0226,296,196
0D20:15:44.902611000,x2,199.9159,200.0016,39,419
0D20:15:44.953160000,x3,299.9327,300.0241,427,482
0D20:15:44.953167000,x3,299.917,300.0005,334,6
0D20:15:44.963291000,x1,99.99757,100.0889,3,108
0D20:15:44.963299000,x1,99.9326,100.0892,307,82
0D20:15:45.522396000,x2,199.9496,200.0905,0,254
0D20:15:45.522400000,x2,199.9281,200.0843,199,486
0D20:15:45.593070000,x2,199.9796,200.0388,385,228
0D20:15:45.593086000,x2,199.9109,200.0328,430,294
0D20:15:45.632529000,x2,199.9134,200.0516,237,254
0D20:15:45.632535000,x2,199.9371,200.0789,361,176
0D20:15:45.652896000,x3,299.9256,300.0923,149,444
0D20:15:45.652901000,x3,299.9715,300.0329,296,32
0D20:15:45.872956000,x1,99.90161,100.0701,290,414
0D20:15:45.872974000,x1,99.95626,100.0333,124,164
0D20:15:46.132881000,x1,99.96803,100.0333,369,137
0D20:15:46.132893000,x1,99.98768,100.0304,199,392
0D20:15:46.232325000,x3,299.9365,300.0321,401,55
0D20:15:46.232330000,x3,299.944,300.0723,53,155
0D20:15:46.333000000,x1,99.94474,100.0959,217,178
0D20:15:46.333009000,x1,99.95883,100.0001,388,0
0D20:15:46.382882000,x1,99.92754,100.0646,4,434
0D20:15:46.382892000,x1,99.99588,100.0465,264,482
0D20:15:46.542676000,x3,299.9675,300.0792,119,183
0D20:15:46.542682000,x3,299.987,300.0084,224,456
0D20:15:46.703131000,x3,299.9562,300.0739,452,437
0D20:15:46.703148000,x3,299.975,300.0983,380,396
0D20:15:46.713120000,x2,199.9936,200.0801,408,497
0D20:15:46.713137000,x2,199.9546,200.028,358,40
0D20:15:46.822724000,x1,99.95534,100.0034,368,99
0D20:15:46.822732000,x1,99.97049,100.051,69,489
0D20:15:46.912760000,x2,199.9108,200.0554,195,347
0D20:15:46.912767000,x2,199.9936,200.0825,244,113
0D20:15:47.023631000,x3,299.9495,300.0838,281,448
0D20:15:47.023648000,x3,299.9675,300.0815,202,67
0D20:15:47.153387000,x3,299.9792,300.0956,371,367
0D20:15:47.153404000,x3,299.9137,300.0487,154,277
0D20:15:47.222862000,x2,199.974,200.043,495,113
0D20:15:47.222874000,x2,199.9304,200.0648,91,40
0D20:15:47.292391000,x3,299.991,300.0351,67,255
0D20:15:47.292396000,x3,299.9974,300.0829,40,26
0D20:15:47.323023000,x3,299.9155,300.0197,116,83
0D20:15:47.323027000,x3,299.9661,300.0483,270,485
0D20:15:47.633493000,x3,299.965,300.0433,402,236
0D20:15:47.633498000,x3,299.9866,300.0719,285,202
0D20:15:47.652506000,x2,199.9934,200.0973,27,303
0D20:15:47.652518000,x2,199.9826,200.0263,380,309
0D20:15:47.912673000,x1,99.99716,100.0216,119,414
0D20:15:47.912678000,x1,99.90776,100.0805,209,295
0D20:15:47.953195000,x1,99.92708,100.0714,411,125
0D20:15:47.953201000,x1,99.92845,100.018,118,215
0D20:15:47.992863000,x3,299.9634,300.049,466,276
0D20:15:47.992871000,x3,299.9839,300.0699,382,77
0D20:15:48.023148000,x2,199.9454,200.0095,115,496
0D20:15:48.023166000,x2,199.9142,200.0306,32,474
0D20:15:48.052808000,x1,99.90637,100.0038,152,29
0D20:15:48.052813000,x1,99.99997,100.0221,379,286
0D20:15:48.102546000,x3,299.95,300.0055,426,111
0D20:15:48.102551000,x3,299.9044,300.062,476,57
0D20:15:48.233278000,x2,199.9557,200.0472,189,153
0D20:15:48.233283000,x2,199.9614,200.0196,367,135
0D20:15:48.262782000,x1,99.9657,100.0537,128,84
0D20:15:48.262799000,x1,99.90246,100.0359,457,455
0D20:15:48.323160000,x1,99.99645,100.0702,325,77
0D20:15:48.323170000,x1,99.94161,100.0312,333,30
0D20:15:48.403303000,x2,199.9726,200.0035,192,445
0D20:15:48.403309000,x2,199.9271,200.0393,200,309
0D20:15:48.632788000,x3,299.9305,300.0002,457,69
0D20:15:48.632794000,x3,299.9675,300.0781,31,477
0D20:15:48.672497000,x1,99.90427,100.0195,84,109
0D20:15:48.672503000,x1,99.93937,100.0666,45,175
0D20:15:48.712283000,x1,99.92659,100.0035,15,27
0D20:15:48.712288000,x1,99.99649,100.0869,144,439
0D20:15:48.742987000,x2,199.9041,200.0244,225,142
0D20:15:48.742992000,x2,199.9218,200.0255,451,323
0D20:15:48.763041000,x2,199.9562,200.0131,450,220
0D20:15:48.763046000,x2,199.9038,200.0783,147,447
0D20:15:48.932357000,x3,299.9765,300.0531,111,82
0D20:15:48.932363000,x3,299.993,300.0507,458,77
0D20:15:49.073127000,x1,99.90819,100.0821,291,105
0D20:15:49.073132000,x1,99.95666,100.0594,118,426
0D20:15:49.283533000,x3,299.9111,300.0479,473,187
0D20:15:49.283539000,x3,299.9548,300.0906,159,453
0D20:15:49.463029000,x3,299.9448,300.0081,450,25
0D20:15:49.463044000,x3,299.9729,300.0755,363,89
0D20:15:49.483135000,x1,99.99026,100.094,438,118
0D20:15:49.483147000,x1,99.99931,100.0415,207,11
0D20:15:49.513200000,x3,299.9663,300.0384,367,432
0D20:15:49.513210000,x3,299.933,300.0387,154,328
0D20:15:49.873027000,x2,199.9765,200.0021,252,384
0D20:15:49.873032000,x2,199.9766,200.0062,99,226
0D20:15:49.982898000,x3,299.9627,300.0669,329,243
0D20:15:49.982903000,x3,299.9818,300.0344,8,149
0D20:15:50.002642000,x2,199.9244,200.0449,59,261
0D20:15:50.002648000,x2,199.9078,200.0834,353,230
0D20:15:50.113224000,x2,199.9463,200.0509,312,129
0D20:15:50.113228000,x2,199.9954,200.0585,184,93
0D20:15:50.122195000,x3,299.9454,300.018,357,232
0D20:15:50.122200000,x3,299.9546,300.092,454,243
0D20:15:50.533203000,x3,299.9125,300.0982,467,222
0D20:15:50.533208000,x3,299.9443,300.0461,36,364
0D20:15:50.812528000,x2,199.9753,200.0296,491,468
0D20:15:50.812537000,x2,199.986,200.0151,161,129
0D20:15:50.842279000,x2,199.9866,200.0966,170,190
0D20:15:50.842284000,x2,199.9952,200.0548,398,461
0D20:15:51.162759000,x3,299.9764,300.0874,307,444
0D20:15:51.162766000,x3,299.9827,300.0945,106,25
0D20:15:51.203348000,x2,199.9469,200.0119,356,217
0D20:15:51.203365000,x2,199.9861,200.0271,483,396
0D20:15:51.442950000,x1,99.99705,100.0472,5,330
0D20:15:51.442959000,x1,99.93451,100.0321,161,7
0D20:15:51.453229000,x3,299.9351,300.0246,23,254
0D20:15:51.453244000,x3,299.9782,300.0021,318,483
0D20:15:51.493259000,x1,99.98061,100.0995,276,332
0D20:15:51.493264000,x1,99.91795,100.0061,216,349
0D20:15:51.503118000,x3,299.9036,300.0825,132,225
0D20:15:51.503135000,x3,299.9594,300.0309,467,50
0D20:15:51.513095000,x1,99.92916,100.0004,90,52
0D20:15:51.513112000,x1,99.90458,100.0884,243,379
0D20:15:51.533816000,x2,199.9306,200.0231,14,160
0D20:15:51.533831000,x2,199.9712,200.0497,300,126
0D20:15:51.552991000,x3,299.9762,300.0103,489,269
0D20:15:51.553007000,x3,299.9798,300.0119,431,162
0D20:15:51.623042000,x3,299.9144,300.0144,130,426
0D20:15:51.623051000,x3,299.9625,300.0826,165,409
0D20:15:51.652967000,x1,99.9336,100.0301,161,59
0D20:15:51.652976000,x1,99.99472,100.0773,382,305
0D20:15:51.782592000,x3,299.9951,300.0621,427,371
0D20:15:51.782597000,x3,299.9022,300.0337,129,366
0D20:15:51.883612000,x2,199.9185,200.0891,36,324
0D20:15:51.883630000,x2,199.9671,200.084,28,408
0D20:15:51.903165000,x1,99.97932,100.0659,268,286
0D20:15:51.903182000,x1,99.9846,100.0636,206,472
0D20:15:51.952628000,x2,199.9762,200.0378,27,350
0D20:15:51.952633000,x2,199.9779,200.0512,442,95
0D20:15:51.972501000,x3,299.981,300.0773,85,206
0D20:15:51.972505000,x3,299.9119,300.0366,379,451
0D20:15:52.034131000,x1,99.9129,100.0721,257,340
0D20:15:52.034149000,x1,99.99249,100.0538,387,206
0D20:15:52.173119000,x3,299.9116,300.0768,358,187
0D20:15:52.173131000,x3,299.9813,300.0818,17,329
0D20:15:52.392710000,x1,99.91262,100.0008,499,241
0D20:15:52.392718000,x1,99.9751,100.0298,320,52
0D20:15:52.402880000,x3,299.9143,300.0433,495,288
0D20:15:52.402887000,x3,299.947,300.0804,175,320
0D20:15:52.812429000,x2,199.9476,200.0293,380,355
0D20:15:52.812435000,x2,199.9117,200.0342,471,262
0D20:15:52.972548000,x2,199.9055,200.078,6,306
0D20:15:52.972552000,x2,199.9945,200.0943,483,375
0D20:15:53.262390000,x1,99.9042,100.0897,314,425
0D20:15:53.262407000,x1,99.9442,100.0995,390,181
0D20:15:53.452995000,x2,199.9671,200.0573,123,488
0D20:15:53.453011000,x2,199.9454,200.0905,200,278
0D20:15:53.832682000,x1,99.92113,100.0106,325,318
0D20:15:53.832686000,x1,99.92343,100.0798,340,445
0D20:15:53.992560000,x3,299.94,300.0819,303,215
0D20:15:53.992564000,x3,299.9755,300.0742,103,481
0D20:15:54.002985000,x2,199.9213,200.074,234,474
0D20:15:54.003014000,x2,199.9234,200.0494,76,256
0D20:15:54.113105000,x2,199.9249,200.0601,498,92
0D20:15:54.113110000,x2,199.9099,200.0231,3,296
0D20:15:54.242790000,x1,99.94539,100.0435,240,330
0D20:15:54.242795000,x1,99.94016,100.0032,76,165
0D20:15:54.362026000,x3,299.9776,300.0261,91,331
0D20:15:54.362030000,x3,299.956,300.0204,487,419
0D20:15:54.472030000,x3,299.9041,300.0904,290,51
0D20:15:54.472035000,x3,299.9454,300.0391,238,229
0D20:15:54.593026000,x3,299.9461,300.0645,266,274
0D20:15:54.593031000,x3,299.9716,300.093,482,33
0D20:15:54.843453000,x2,199.9393,200.0624,141,392
0D20:15:54.843467000,x2,199.9656,200.031,364,443
0D20:15:54.962904000,x1,99.93534,100.0716,230,432
0D20:15:54.962910000,x1,99.93524,100.0678,435,71
0D20:15:55.022979000,x3,299.9527,300.039,113,211
0D20:15:55.022985000,x3,299.9049,300.0064,105,418
0D20:15:55.123083000,x2,199.9762,200.074,256,107
0D20:15:55.123090000,x2,199.9599,200.0409,202,293
0D20:15:55.174199000,x1,99.94963,100.0232,296,340
0D20:15:55.174238000,x1,99.98515,100.0242,121,154
0D20:15:55.312518000,x2,199.9359,200.0606,83,408
0D20:15:55.312524000,x2,199.997,200.0136,462,197
0D20:15:55.382343000,x3,299.9807,300.0896,339,106
0D20:15:55.382348000,x3,299.9062,300.0921,475,57
0D20:15:55.483232000,x3,299.9185,300.0671,105,334
0D20:15:55.483238000,x3,299.9566,300.0432,283,101
0D20:15:55.503182000,x3,299.9878,300.0925,372,467
0D20:15:55.503186000,x3,299.9513,300.064,447,333
0D20:15:55.563095000,x3,299.959,300.0147,60,139
0D20:15:55.563104000,x3,299.9419,300.0211,205,279
0D20:15:55.612852000,x3,299.9758,300.0616,153,351
0D20:15:55.612857000,x3,299.9496,300.0172,425,308
0D20:15:55.663425000,x3,299.9108,300.0513,87,361
0D20:15:55.663438000,x3,299.9932,300.0931,412,352
0D20:15:55.832247000,x3,299.9809,300.0025,270,122
0D20:15:55.832252000,x3,299.9141,300.0883,169,273
0D20:15:55.963153000,x1,99.93704,100.0486,305,451
0D20:15:55.963165000,x1,99.95261,100.0315,267,343
0D20:15:56.164043000,x1,99.93451,100.0365,4,421
0D20:15:56.164049000,x1,99.97076,100.0546,122,172
0D20:15:56.302829000,x1,99.98107,100.0844,209,229
0D20:15:56.302833000,x1,99.94943,100.0807,127,228
0D20:15:56.322517000,x3,299.9266,300.0274,7,357
0D20:15:56.322523000,x3,299.9421,300.0235,344,299
0D20:15:56.342458000,x3,299.9216,300.0178,471,457
0D20:15:56.342464000,x3,299.9715,300.0023,162,284
0D20:15:56.432346000,x2,199.9662,200.0154,150,379
0D20:15:56.432363000,x2,199.9702,200.0138,427,377
0D20:15:56.503228000,x2,199.9537,200.084,422,131
0D20:15:56.503233000,x2,199.9868,200.0152,82,441
0D20:15:56.553514000,x3,299.9089,300.0052,391,323
0D20:15:56.553526000,x3,299.938,300.0517,468,172
0D20:15:56.583246000,x1,99.97681,100.0828,272,222
0D20:15:56.583256000,x1,99.98219,100.0341,427,491
0D20:15:56.722880000,x3,299.9302,300.0061,58,270
0D20:15:56.722885000,x3,299.9521,300.0808,175,451
0D20:15:57.042968000,x1,99.9507,100.0778,315,286
0D20:15:57.042980000,x1,99.9096,100.0577,479,238
0D20:15:57.163205000,x1,99.93041,100.0991,357,487
0D20:15:57.163222000,x1,99.98985,100.0288,77,144
0D20:15:57.252679000,x3,299.9991,300.0916,225,71
0D20:15:57.252687000,x3,299.9618,300.0085,269,5
0D20:15:57.272867000,x3,299.9088,300.0326,102,83
0D20:15:57.272874000,x3,299.9494,300.0338,371,150
0D20:15:57.303815000,x2,199.9347,200.0995,404,458
0D20:15:57.303832000,x2,199.9437,200.0431,158,353
0D20:15:57.383752000,x1,99.93934,100.0705,370,7
0D20:15:57.383764000,x1,99.99601,100.0869,0,42
0D20:15:57.512397000,x3,299.9809,300.0237,284,39
0D20:15:57.512401000,x3,299.9806,300.0475,354,342
0D20:15:57.672584000,x3,299.9159,300.085,166,303
0D20:15:57.672588000,x3,299.9627,300.0841,277,204
0D20:15:57.733761000,x1,99.92944,100.0324,91,114
0D20:15:57.733778000,x1,99.96742,100.0295,398,105
0D20:15:58.092914000,x3,299.9661,300.0996,216,296
0D20:15:58.092927000,x3,299.9723,300.0858,228,33
0D20:15:58.142769000,x2,199.9346,200.0901,263,495
0D20:15:58.142776000,x2,199.914,200.0283,39,386
0D20:15:58.163407000,x2,199.9008,200.0276,192,238
0D20:15:58.163415000,x2,199.9282,200.028,480,286
0D20:15:58.182953000,x3,299.9332,300.027,170,383
0D20:15:58.182970000,x3,299.9521,300.0563,149,249
0D20:15:58.282693000,x1,99.94566,100.0911,272,58
0D20:15:58.282706000,x1,99.94086,100.0844,191,204
0D20:15:58.323043000,x3,299.9271,300.085,469,26
0D20:15:58.323055000,x3,299.9482,300.0221,372,341
0D20:15:58.353079000,x1,99.92163,100.0221,442,87
0D20:15:58.353091000,x1,99.94301,100.0938,407,441
0D20:15:58.432364000,x1,99.90001,100.0777,347,440
0D20:15:58.432367000,x1,99.94598,100.0186,58,250
0D20:15:58.522942000,x3,299.9002,300.0583,278,366
0D20:15:58.522958000,x3,299.9584,300.0494,263,219
0D20:15:58.663322000,x2,199.9287,200.0165,442,469
0D20:15:58.663329000,x2,199.9636,200.0122,484,332
0D20:15:59.012272000,x2,199.9487,200.0505,96,158
0D20:15:59.012278000,x2,199.9006,200.0305,438,100
0D20:15:59.092992000,x2,199.9443,200.0983,158,476
0D20:15:59.092997000,x2,199.9864,200.0718,127,265
0D20:15:59.132645000,x1,99.97737,100.0525,81,129
0D20:15:59.132650000,x1,99.98245,100.0534,428,79
0D20:15:59.202372000,x2,199.9298,200.0783,486,442
0D20:15:59.202378000,x2,199.973,200.0119,223,296
0D20:15:59.282426000,x2,199.9105,200.0623,148,220
0D20:15:59.282430000,x2,199.9827,200.0451,22,223
0D20:15:59.392733000,x2,199.9453,200.0962,10,385
0D20:15:59.392738000,x2,199.9289,200.034,238,5
0D20:15:59.613199000,x3,299.9007,300.0323,134,257
0D20:15:59.613205000,x3,299.9364,300.0372,481,264
0D20:15:59.623197000,x3,299.9498,300.044,59,397
0D20:15:59.623202000,x3,299.9257,300.0519,179,331
0D20:15:59.802285000,x1,99.97864,100.0936,275,332
0D20:15:59.802290000,x1,99.91156,100.0567,300,204
0D20:16:00.162479000,x3,299.9742,300.0133,124,360
0D20:16:00.162486000,x3,299.9445,300.0789,39,282
0D20:16:00.423778000,x2,199.9214,200.0647,244,406
0D20:16:00.423783000,x2,199.9288,200.0773,32,82
0D20:16:00.513260000,x1,99.99555,100.0469,224,305
0D20:16:00.513265000,x1,99.94247,100.0774,499,195
0D20:16:00.542309000,x2,199.953,200.0363,334,244
0D20:16:00.542314000,x2,199.9011,200.0861,321,111
0D20:16:00.622318000,x2,199.9738,200.0465,121,17
0D20:16:00.622322000,x2,199.9757,200.0451,138,44
0D20:16:00.763388000,x3,299.9656,300.0697,19,244
0D20:16:00.763405000,x3,299.986,300.0654,337,261
0D20:16:00.963485000,x1,99.90114,100.0717,65,409
0D20:16:00.963502000,x1,99.9189,100.0653,425,185
0D20:16:01.002524000,x1,99.97759,100.0065,380,26
0D20:16:01.002528000,x1,99.99022,100.0596,136,478
0D20:16:01.062764000,x1,99.90664,100.0574,146,145
0D20:16:01.062770000,x1,99.92906,100.071,321,205
0D20:16:01.113202000,x3,299.9386,300.0271,441,303
0D20:16:01.113206000,x3,299.9222,300.0492,402,355
0D20:16:01.122673000,x3,299.9755,300.0816,112,478
0D20:16:01.122678000,x3,299.9219,300.0893,468,415
0D20:16:01.232743000,x1,99.92381,100.0955,42,332
0D20:16:01.232749000,x1,99.9135,100.0179,7,427
0D20:16:01.262678000,x3,299.9492,300.0468,455,88
0D20:16:01.262683000,x3,299.9483,300.093,122,321
0D20:16:01.302796000,x1,99.90714,100.0423,335,131
0D20:16:01.302801000,x1,99.9341,100.028,442,271
0D20:16:01.342353000,x3,299.9883,300.0349,229,267
0D20:16:01.342358000,x3,299.914,300.0362,381,324
0D20:16:01.393385000,x2,199.9206,200.0218,247,172
0D20:16:01.393390000,x2,199.9606,200.0721,287,137
0D20:16:01.592388000,x1,99.97731,100.0807,34,173
0D20:16:01.592393000,x1,99.90668,100.099,294,22
0D20:16:01.732976000,x3,299.9227,300.0453,357,180
0D20:16:01.732993000,x3,299.993,300.0492,223,28
0D20:16:01.763660000,x3,299.9096,300.0209,246,77
0D20:16:01.763668000,x3,299.9623,300.0311,369,206
0D20:16:01.772602000,x3,299.9807,300.0101,98,292
0D20:16:01.772608000,x3,299.9675,300.0732,427,290
0D20:16:01.832956000,x3,299.9552,300.0688,474,123
0D20:16:01.832962000,x3,299.905,300.0104,465,351
0D20:16:02.012284000,x1,99.91748,100.0186,364,449
0D20:16:02.012289000,x1,99.92701,100.0322,444,400
0D20:16:02.263161000,x1,99.97526,100.031,53,467
0D20:16:02.263166000,x1,99.91748,100.0841,76,24
0D20:16:02.333617000,x1,99.97942,100.0693,334,15
0D20:16:02.333634000,x1,99.90049,100.0518,269,100
0D20:16:02.353643000,x2,199.9646,200.0571,80,362
0D20:16:02.353655000,x2,199.9754,200.0917,172,180
0D20:16:02.532656000,x1,99.98827,100.0133,423,217
0D20:16:02.532661000,x1,99.94112,100.0553,143,260
0D20:16:02.582574000,x2,199.9172,200.0128,493,41
0D20:16:02.582580000,x2,199.9489,200.098,255,432
0D20:16:02.713304000,x1,99.90408,100.0435,97,147
0D20:16:02.713309000,x1,99.92318,100.0656,2,107
0D20:16:02.783106000,x1,99.98426,100.0002,478,116
0D20:16:02.783123000,x1,99.92262,100.0163,18,90
0D20:16:02.823150000,x1,99.93768,100.0674,190,115
0D20:16:02.823167000,x1,99.91746,100.071,49,481
0D20:16:02.853844000,x1,99.91639,100.0916,379,375
0D20:16:02.853854000,x1,99.94523,100.0308,400,98
0D20:16:02.862623000,x3,299.9117,300.0085,468,238
0D20:16:02.862627000,x3,299.9291,300.0438,424,490
0D20:16:02.872868000,x3,299.9534,300.0125,461,319
0D20:16:02.872873000,x3,299.9382,300.0386,386,431
0D20:16:03.043278000,x2,199.9372,200.0992,3,393
0D20:16:03.043283000,x2,199.9253,200.0023,217,29
0D20:16:03.062848000,x3,299.9517,300.086,497,414
0D20:16:03.062853000,x3,299.9348,300.0476,114,436
0D20:16:03.172569000,x2,199.9868,200.0139,175,43
0D20:16:03.172586000,x2,199.9703,200.0796,449,333
0D20:16:03.183523000,x2,199.9753,200.0358,147,211
0D20:16:03.183540000,x2,199.9444,200.0859,393,275
0D20:16:03.262473000,x2,199.9076,200.0703,33,347
0D20:16:03.262479000,x2,199.9604,200.003,404,70
0D20:16:03.342785000,x1,99.95596,100.0321,259,247
0D20:16:03.342790000,x1,99.9786,100.0858,99,167
0D20:16:03.403925000,x1,99.95144,100.0799,400,337
0D20:16:03.403942000,x1,99.99412,100.0839,466,475
0D20:16:03.413421000,x1,99.90772,100.0594,326,449
0D20:16:03.413436000,x1,99.9613,100.0514,141,173
0D20:16:03.453324000,x3,299.9355,300.0872,313,16
0D20:16:03.453337000,x3,299.9359,300.0889,368,410
0D20:16:04.033058000,x1,99.95197,100.0548,104,303
0D20:16:04.033063000,x1,99.96959,100.0077,332,46
0D20:16:04.342955000,x3,299.9596,300.055,28,248
0D20:16:04.342960000,x3,299.9443,300.0048,5,254
0D20:16:04.653081000,x2,199.9628,200.0101,109,384
0D20:16:04.653094000,x2,199.9541,200.067,163,175
0D20:16:04.693572000,x3,299.9772,300.0351,115,80
0D20:16:04.693577000,x3,299.9329,300.0443,337,382
0D20:16:04.733179000,x1,99.91321,100.0689,102,412
0D20:16:04.733196000,x1,99.92126,100.0035,265,322
0D20:16:04.782988000,x2,199.9971,200.0791,415,166
0D20:16:04.783005000,x2,199.9113,200.0449,167,205
0D20:16:04.823276000,x3,299.9824,300.0151,385,4
0D20:16:04.823288000,x3,299.928,300.0065,179,399
0D20:16:05.132384000,x3,299.9225,300.0002,463,27
0D20:16:05.132389000,x3,299.9843,300.064,418,337
0D20:16:05.252715000,x2,199.99,200.0554,201,91
0D20:16:05.252728000,x2,199.9765,200.0698,375,461
0D20:16:05.603794000,x2,199.9641,200.0933,336,170
0D20:16:05.603806000,x2,199.9817,200.0998,69,415
0D20:16:05.682918000,x2,199.9627,200.0218,136,257
0D20:16:05.682935000,x2,199.91,200.0071,20,42
0D20:16:05.693235000,x2,199.9848,200.0621,174,124
0D20:16:05.693247000,x2,199.9493,200.0582,223,465
0D20:16:05.713303000,x1,99.99143,100.0054,404,154
0D20:16:05.713316000,x1,99.99138,100.0768,337,229
0D20:16:05.723548000,x3,299.9921,300.0931,372,279
0D20:16:05.723554000,x3,299.9466,300.0233,225,386
0D20:16:05.902930000,x1,99.99356,100.0891,100,262
0D20:16:05.902940000,x1,99.97457,100.0386,225,352
0D20:16:05.933202000,x1,99.97149,100.0405,185,379
0D20:16:05.933214000,x1,99.91777,100.0834,454,262
0D20:16:06.042883000,x3,299.9225,300,481,2
0D20:16:06.042898000,x3,299.9902,300.0464,48,5
0D20:16:06.103178000,x2,199.9526,200.056,485,25
0D20:16:06.103185000,x2,199.9696,200.0195,427,238
0D20:16:06.182500000,x3,299.9115,300.0357,155,361
0D20:16:06.182505000,x3,299.9154,300.0618,443,204
0D20:16:06.323089000,x1,99.92779,100.0226,315,25
0D20:16:06.323096000,x1,99.99411,100.0297,299,389
0D20:16:06.482615000,x1,99.90457,100.0685,404,468
0D20:16:06.482619000,x1,99.97067,100.0763,290,145
0D20:16:06.602785000,x2,199.9776,200.0347,163,166
0D20:16:06.602796000,x2,199.981,200.0315,319,251
0D20:16:06.682917000,x3,299.9462,300.0557,388,141
0D20:16:06.682923000,x3,299.9063,300.0607,11,75
0D20:16:06.843261000,x2,199.9563,200.0562,495,363
0D20:16:06.843271000,x2,199.9156,200.0702,134,218
0D20:16:07.032272000,x1,99.95242,100.0398,337,183
0D20:16:07.032277000,x1,99.99577,100.046,339,391
0D20:16:07.142684000,x2,199.9208,200.0219,260,290
0D20:16:07.142689000,x2,199.9385,200.0206,269,285
